speed,age,miles,group,risk
139.0,35.0,48.0,0,0.6227587641672676
137.0,47.0,33.0,2,0.008620692208957448
117.0,39.0,1.0,1,0.5419430332300876
123.0,90.0,8.0,0,0.8554938404520962
117.0,31.0,12.0,2,0.3959301039649228
118.0,57.0,36.0,1,0.6636264267161084
125.0,84.0,30.0,0,0.7134098827399664
105.0,55.0,29.0,2,0.22194459720293036
107.0,49.0,19.0,2,0.35490856232986323
129.0,49.0,41.0,1,0.5650373548417398
103.0,21.0,14.0,1,0.36253875232056665
94.0,53.0,45.0,2,0.15146281863276972
109.0,60.0,37.0,1,0.5733295255499615
134.0,66.0,16.0,0,0.8284912057806662
143.0,47.0,49.0,1,0.18836382858015455
140.0,38.0,45.0,0,0.581954131535416
121.0,52.0,45.0,2,0.4097657608662545
140.0,39.0,39.0,2,0.025974943520114147
138.0,59.0,11.0,1,0.41786054962198976
121.0,38.0,61.0,1,0.7847867626240557
144.0,33.0,47.0,0,0.9685027155896979
114.0,47.0,18.0,2,0.3671936178815509
138.0,29.0,53.0,0,0.4211418195834985
124.0,47.0,10.0,1,0.5704430247228756
116.0,43.0,30.0,1,0.3950797467504833
120.0,49.0,9.0,2,0.3677778561302695
98.0,16.0,9.0,1,0.706470519304057
142.0,50.0,46.0,2,0.45741267493980636
124.0,63.0,40.0,0,0.7902405959516917
103.0,56.0,12.0,2,0.3874828015530458
109.0,16.0,18.0,1,0.6516907328309679
141.0,33.0,47.0,0,0.6952583693580303
138.0,45.0,41.0,2,0.18887263996842912
142.0,37.0,54.0,0,0.7856164443927405
122.0,48.0,49.0,1,0.23292409267328562
93.0,21.0,12.0,1,0.5419619575084358
117.0,31.0,3.0,1,0.27420239555994075
133.0,60.0,28.0,1,0.4962333963077446
140.0,35.0,46.0,0,0.548069547867326
107.0,26.0,22.0,1,0.4266936196237263
124.0,46.0,40.0,2,0.30071438339170853
109.0,18.0,11.0,1,0.6839075188518621
149.0,57.0,54.0,1,0.4192545272585293
140.0,47.0,41.0,2,0.5429727450205688
131.0,59.0,40.0,1,0.5314945726932334
115.0,52.0,13.0,2,0.14636413188772562
104.0,65.0,18.0,0,0.31783142700541206
149.0,46.0,30.0,2,0.16731400400497673
138.0,39.0,50.0,0,0.557275303627133
118.0,47.0,17.0,2,0.5676752640496278
145.0,49.0,43.0,2,0.3593419541731214
102.0,44.0,31.0,2,0.6710547711234449
109.0,16.0,17.0,1,0.5905889282514455
146.0,43.0,42.0,2,0.45570797167140087
112.0,30.0,10.0,2,0.43752246814647877
145.0,76.0,40.0,1,0.7234185052574192
120.0,82.0,37.0,1,0.9151498130349092
143.0,31.0,51.0,0,0.904843600035979
108.0,55.0,40.0,1,0.9544280807955121
106.0,16.0,22.0,1,0.5565665012930119
119.0,71.0,15.0,0,0.9225801024401569
138.0,36.0,52.0,0,0.6627173813529027
141.0,34.0,51.0,0,0.7153776373718306
128.0,80.0,45.0,0,0.5149003106672811
101.0,82.0,22.0,0,0.7892575009916165
113.0,36.0,44.0,1,0.7939565107177513
139.0,44.0,41.0,2,0.146488705668596
93.0,79.0,63.0,1,0.5093581504764204
155.0,44.0,31.0,2,0.306466237597332
141.0,47.0,42.0,2,0.5942151574635186
104.0,31.0,19.0,1,0.6232916296690787
125.0,71.0,18.0,0,0.7215594832084375
109.0,49.0,19.0,2,0.006705818625816651
134.0,48.0,66.0,1,0.39887092758789977
144.0,36.0,48.0,0,0.9178809139903772
89.0,34.0,14.0,2,0.003957224727229813
107.0,61.0,1.0,1,0.602326067701537
106.0,38.0,23.0,2,0.37804346816574247
103.0,42.0,14.0,2,0.0
134.0,51.0,43.0,1,0.5647294009000852
145.0,39.0,36.0,2,0.38631478282286164
136.0,88.0,14.0,0,0.8480925921122321
98.0,39.0,21.0,2,0.18123263979855864
100.0,35.0,16.0,2,0.33275397209031327
104.0,69.0,20.0,1,0.4714056744349997
101.0,34.0,8.0,2,0.3747341293421725
109.0,40.0,20.0,2,0.0
141.0,33.0,52.0,0,0.8974606914775428
109.0,57.0,14.0,2,0.43406165282252746
101.0,16.0,16.0,1,0.5147932533331905
141.0,48.0,43.0,1,0.7680937060079853
91.0,16.0,17.0,1,0.36186628459116654
118.0,86.0,15.0,0,0.7616893455363345
104.0,36.0,33.0,2,0.0
143.0,31.0,54.0,0,0.8830032889151315
87.0,32.0,17.0,1,0.611617193253634
136.0,37.0,53.0,0,0.3054619060420592
121.0,47.0,42.0,1,0.4691473606063199
139.0,32.0,48.0,0,0.7432578787244657
103.0,26.0,20.0,1,0.8513854363979831
116.0,40.0,20.0,2,0.25112839980054014
133.0,41.0,36.0,1,0.9870729260905629
121.0,63.0,10.0,1,0.08876263277070312
87.0,51.0,24.0,1,0.46857101669242285
119.0,32.0,17.0,2,0.2405656351453095
142.0,42.0,53.0,0,0.5915281411958773
143.0,35.0,47.0,0,0.4578635671729011
136.0,38.0,48.0,0,0.5931158333453573
140.0,38.0,51.0,0,0.9292338618636323
126.0,72.0,22.0,1,0.5822776066994702
107.0,69.0,17.0,2,0.33869912695766724
140.0,31.0,52.0,0,0.7794585232951642
126.0,70.0,35.0,0,1.0
98.0,58.0,22.0,2,0.7049179380870068
110.0,42.0,12.0,2,0.3150050138211685
108.0,35.0,2.0,2,0.6335771239458805
136.0,59.0,36.0,1,0.4099969951193549
136.0,53.0,38.0,2,0.5194195305367114
130.0,75.0,36.0,0,0.40855289496146907
138.0,45.0,29.0,2,0.33880670728491913
116.0,48.0,17.0,2,0.2539115513981567
124.0,56.0,50.0,1,0.017949252150100903
125.0,80.0,18.0,0,0.6365220498506403
130.0,63.0,33.0,1,0.30586639812101557
100.0,19.0,16.0,1,0.5018671503582989
92.0,16.0,29.0,1,0.5983341958180571
145.0,36.0,46.0,2,0.1512100322234111
160.0,52.0,25.0,1,0.16505936376223834
114.0,47.0,19.0,2,0.44091074844560785
145.0,63.0,47.0,1,0.283965991345313
129.0,86.0,28.0,0,0.717580898857602
138.0,36.0,35.0,2,0.23257570912856798
148.0,44.0,37.0,2,0.43507150428075453
92.0,62.0,7.0,2,0.05667022714593603
134.0,35.0,48.0,0,1.0
87.0,75.0,80.0,1,0.8294523093846335
126.0,76.0,15.0,0,1.0
140.0,51.0,9.0,1,0.679817585866522
137.0,32.0,52.0,0,0.7282779673079602
111.0,71.0,25.0,0,0.41905148450031376
117.0,80.0,29.0,0,0.7371624067938746
141.0,36.0,46.0,0,0.7250020430183625
128.0,76.0,34.0,0,0.6789571798213161
144.0,36.0,45.0,0,0.8493320182024937
91.0,33.0,7.0,1,0.2572540451603235
119.0,74.0,5.0,1,0.21485275688443317
116.0,75.0,19.0,0,0.9085996458490849
137.0,38.0,40.0,2,0.22192906879751526
106.0,38.0,30.0,2,0.38590122070754573
119.0,38.0,10.0,2,0.29101921407386555
119.0,78.0,19.0,0,0.5050532016273829
113.0,48.0,38.0,1,0.4004015382414905
140.0,34.0,48.0,0,0.890197694354995
118.0,92.0,16.0,0,0.742263539910611
102.0,66.0,44.0,1,0.6413839713616881
127.0,84.0,20.0,0,0.6704770680705621
102.0,70.0,65.0,1,0.5131575432553586
125.0,77.0,27.0,0,0.6311586828533342
112.0,76.0,27.0,0,0.4854354606144513
137.0,53.0,39.0,2,0.22018161247789392
128.0,55.0,29.0,1,0.2964177214415107
141.0,61.0,37.0,1,0.41622912840563897
117.0,50.0,4.0,1,0.715469643544064
97.0,19.0,17.0,1,0.982383566474127
115.0,53.0,18.0,2,0.5781318686854466
104.0,47.0,31.0,2,0.3513938304273222
149.0,38.0,43.0,1,0.39793291819072546
130.0,38.0,45.0,2,0.2731649767827714
125.0,52.0,9.0,2,0.3564074167485118
109.0,30.0,17.0,1,0.30010704345536765
88.0,16.0,9.0,1,0.10388613331982283
118.0,62.0,27.0,1,0.6438204512322245
120.0,67.0,45.0,1,0.4816279531828561
96.0,16.0,29.0,1,0.3567069730943131
100.0,38.0,1.0,2,0.19916051961806258
109.0,23.0,18.0,1,0.3815285622750372
136.0,47.0,44.0,2,0.15519251710703644
139.0,47.0,40.0,1,0.37394177213397706
97.0,16.0,10.0,1,0.6835505758169407
125.0,42.0,39.0,1,0.45637952184372466
107.0,59.0,37.0,2,0.29820275477677416
110.0,41.0,3.0,1,0.5362107343217017
146.0,42.0,32.0,1,0.3019924641457933
126.0,41.0,20.0,1,0.6219680871615361
152.0,46.0,32.0,2,0.054895143177992684
140.0,47.0,44.0,1,0.5136192112454938
135.0,44.0,41.0,2,0.3168340945380705
129.0,77.0,25.0,0,0.8826723265392673
143.0,26.0,61.0,1,0.6670237972097652
116.0,80.0,15.0,0,0.6002580807984411
134.0,47.0,35.0,1,0.34850639783122694
117.0,30.0,11.0,2,0.784473385532134
116.0,47.0,2.0,2,0.47790086733652504
143.0,28.0,54.0,0,0.834870534067028
141.0,35.0,50.0,0,0.4098026195269445
122.0,20.0,12.0,2,0.13356706544502622
81.0,16.0,8.0,1,0.5098810790655949
116.0,74.0,20.0,0,0.6487731020482854
100.0,37.0,29.0,1,0.3998179100402495
143.0,35.0,45.0,0,0.9229117646602295
119.0,70.0,9.0,0,0.7010381712870302
106.0,86.0,16.0,1,0.8505427761890719
105.0,52.0,25.0,1,0.30400571020347633
127.0,81.0,19.0,0,0.41930935712769835
137.0,53.0,55.0,1,0.5457765023457986
107.0,42.0,15.0,1,0.13857255257311019
105.0,57.0,28.0,2,0.32000053020228486
108.0,45.0,18.0,2,0.3682074439113144
130.0,33.0,1.0,1,0.36775740645207833
114.0,68.0,22.0,2,0.6598948753918017
135.0,34.0,50.0,0,1.0
126.0,83.0,25.0,0,0.8426144930268198
136.0,33.0,52.0,0,0.788926822727382
111.0,47.0,46.0,1,0.49038259481512175
117.0,97.0,5.0,0,0.8731418021377739
106.0,23.0,18.0,2,0.23105222315318047
104.0,19.0,6.0,1,0.5448197266477852
106.0,16.0,21.0,1,0.7901473469662739
102.0,35.0,29.0,2,0.5490228111932924
106.0,22.0,5.0,1,0.49381217813026385
138.0,66.0,54.0,1,0.6297241058121532
135.0,58.0,23.0,1,0.7043793508332118
126.0,54.0,28.0,1,0.593303784577512
121.0,80.0,11.0,0,0.634411027485742
139.0,34.0,56.0,0,0.8583341660900013
139.0,51.0,39.0,2,0.2543534825567102
141.0,46.0,41.0,2,0.3189294031166081
112.0,38.0,26.0,2,0.4785394925225942
116.0,67.0,9.0,0,0.7464606734809922
105.0,22.0,2.0,1,0.4655172969623117
132.0,33.0,24.0,2,0.18053099499659409
77.0,72.0,25.0,1,0.2607404813304224
112.0,40.0,17.0,2,0.2519568107628279
109.0,42.0,40.0,1,0.4532961952148596
140.0,43.0,32.0,2,0.013603161496566374
117.0,92.0,31.0,0,0.639570122484663
123.0,78.0,18.0,0,0.9668256257484222
127.0,55.0,37.0,1,0.5923869405149609
113.0,35.0,13.0,2,0.05653783714580313
103.0,31.0,15.0,2,0.009807569228849733
107.0,41.0,21.0,2,0.4024196728356164
97.0,21.0,18.0,1,0.6233324026227285
125.0,66.0,34.0,1,0.6150695509110214
129.0,83.0,18.0,0,0.929541016963197
138.0,49.0,36.0,1,0.364411809350632
100.0,69.0,22.0,1,0.30847604919315785
139.0,34.0,48.0,0,0.9027272639377205
137.0,55.0,42.0,1,0.4545844324009027
91.0,16.0,18.0,1,0.6215121424648998
142.0,42.0,42.0,2,0.47525543626830935
103.0,38.0,23.0,2,0.28610463001512737
106.0,27.0,22.0,2,0.49659174106050114
116.0,26.0,13.0,2,0.1010098994030369
115.0,20.0,26.0,2,0.37774421111512374
124.0,60.0,46.0,1,0.817609718604857
96.0,23.0,5.0,1,0.31375513043094505
125.0,74.0,33.0,0,0.9103412782239891
139.0,36.0,50.0,0,0.6503748942025585
114.0,88.0,28.0,0,0.6586800020674317
141.0,38.0,41.0,2,0.18494149489516576
106.0,46.0,8.0,2,0.27791158175667613
105.0,98.0,19.0,0,0.260673441629961
94.0,39.0,19.0,2,0.880010391106377
140.0,32.0,52.0,0,0.6625501490224771
144.0,36.0,38.0,2,0.23059740288789332
139.0,48.0,43.0,2,0.6096538358063128
106.0,55.0,6.0,2,0.45978395066148436
150.0,31.0,63.0,1,0.5164903321588601
92.0,29.0,1.0,1,0.7486322197633183
116.0,46.0,22.0,2,0.2476134461722906
98.0,27.0,21.0,1,0.4685952628212489
122.0,84.0,15.0,0,0.8600416361755314
102.0,33.0,28.0,2,0.0
108.0,25.0,5.0,1,0.41696322928714624
131.0,67.0,49.0,1,0.36411205444020145
130.0,26.0,42.0,1,0.7614088714264767
131.0,33.0,36.0,1,0.4349719309149429
128.0,76.0,25.0,1,0.7616265233826716
96.0,74.0,1.0,1,0.46362545767789076
106.0,27.0,15.0,1,0.5205814377978671
137.0,45.0,34.0,2,0.0
153.0,42.0,27.0,1,0.29579322815452513
100.0,16.0,19.0,1,0.5813487426490965
103.0,59.0,26.0,1,0.6908828495218597
137.0,16.0,62.0,1,0.5589584096620072
136.0,42.0,58.0,1,0.4390011062392224
138.0,63.0,19.0,1,0.19209962010493697
145.0,51.0,54.0,2,0.23920088870991613
110.0,48.0,30.0,2,0.7050807921446107
126.0,47.0,50.0,1,0.36610157851657776
115.0,87.0,15.0,0,0.42637613567995875
145.0,50.0,48.0,1,0.7604632239389348
100.0,77.0,28.0,0,0.6500024656060334
83.0,45.0,40.0,1,0.6543243700584959
119.0,54.0,37.0,1,0.6793032150467108
140.0,37.0,52.0,0,0.599698743166962
127.0,64.0,51.0,1,0.21792562952273703
142.0,33.0,48.0,0,0.7340161255926518
144.0,69.0,39.0,1,0.39466611127231815
119.0,80.0,28.0,0,0.6858357517864037
106.0,28.0,15.0,1,0.3832935063556575
141.0,49.0,41.0,2,0.13021914991655176
146.0,38.0,38.0,2,0.4156370778238688
136.0,46.0,40.0,2,0.18415091704460432
139.0,43.0,51.0,0,1.0
138.0,36.0,49.0,0,0.7381178293127701
130.0,53.0,39.0,2,0.10684342561370389
140.0,41.0,37.0,2,0.32191311012298796
108.0,31.0,17.0,1,0.29328176552381546
91.0,80.0,36.0,1,0.4593074767903945
113.0,26.0,17.0,2,0.46265414050934706
90.0,28.0,17.0,1,0.6350424830245839
126.0,40.0,51.0,1,0.6660347432405477
115.0,68.0,1.0,1,0.3127029808866981
148.0,61.0,28.0,1,0.24940364219680472
99.0,29.0,14.0,1,0.3726668026054837
114.0,27.0,24.0,2,0.3333752078494595
142.0,49.0,39.0,2,0.13669284942823953
121.0,45.0,13.0,2,0.5532388060870324
136.0,67.0,39.0,1,0.09014675434571423
113.0,84.0,26.0,0,0.652081253316938
123.0,86.0,7.0,0,1.0
141.0,35.0,51.0,0,0.5820196726042756
131.0,46.0,28.0,1,0.1581818456350353
143.0,37.0,51.0,0,0.8592195721581306
126.0,61.0,54.0,1,0.11225699111423593
130.0,26.0,48.0,1,0.4246034240704349
110.0,75.0,18.0,0,0.29856800179952425
143.0,41.0,40.0,2,0.5580042625825345
110.0,49.0,24.0,2,0.26639860278462074
111.0,89.0,10.0,0,0.476308076015711
133.0,46.0,33.0,2,0.19698798877109586
103.0,16.0,15.0,1,0.4654557544411699
112.0,80.0,7.0,0,0.49031034694526054
143.0,29.0,50.0,0,0.8067409117626538
102.0,48.0,14.0,2,0.07686454698783479
98.0,25.0,12.0,1,0.42656919444468777
106.0,24.0,10.0,1,0.5223662194172428
141.0,40.0,32.0,2,0.45569779824186696
93.0,27.0,13.0,1,0.32628745362956013
91.0,16.0,10.0,1,0.5859509373174608
133.0,59.0,38.0,1,0.8021413665388677
132.0,58.0,21.0,1,0.39949594831888385
142.0,53.0,46.0,2,0.36131177398841774
122.0,51.0,18.0,0,0.9305815120200954
91.0,61.0,70.0,1,0.35269710018284817
131.0,35.0,39.0,1,0.36738713615237284
140.0,31.0,51.0,0,0.7447761777274509
125.0,66.0,49.0,1,0.30291825200610367
90.0,28.0,1.0,1,0.45382459037821843
127.0,50.0,21.0,2,0.44982650526539836
130.0,53.0,39.0,2,0.36550959208210454
134.0,57.0,39.0,1,0.5542515410491424
143.0,31.0,49.0,0,0.5187602316410567
139.0,39.0,39.0,2,0.31901679529350757
108.0,55.0,19.0,2,0.27705674795690316
141.0,33.0,52.0,0,0.4491112454314359
140.0,36.0,43.0,0,1.0
112.0,44.0,35.0,2,0.21371284298499754
127.0,70.0,28.0,0,0.7883898316459466
113.0,100.0,24.0,0,0.5556816997699751
99.0,38.0,12.0,1,0.5865550362261245
142.0,35.0,47.0,0,0.4878343737816992
127.0,67.0,22.0,0,0.6306461667050778
119.0,18.0,9.0,1,0.3499281311667869
130.0,32.0,48.0,1,0.40541028307497623
145.0,50.0,43.0,2,0.41182803423013326
115.0,69.0,2.0,0,0.7171412960015211
93.0,45.0,18.0,1,0.7076275208635101
121.0,75.0,25.0,0,0.5899875529868946
111.0,36.0,9.0,2,0.14001181485846637
93.0,23.0,14.0,1,0.343439790943549
115.0,91.0,9.0,0,0.5764871476197654
126.0,68.0,1.0,1,0.5070698157660334
113.0,32.0,3.0,2,0.5498163198749054
96.0,23.0,21.0,1,0.4980098441059159
112.0,32.0,1.0,2,0.31351049589272484
100.0,67.0,15.0,2,0.13399678803439705
140.0,41.0,38.0,1,0.48415390057389396
116.0,50.0,23.0,2,0.5220528305438763
116.0,31.0,12.0,2,0.0
124.0,34.0,17.0,2,0.6194356297918436
107.0,33.0,33.0,2,0.14914639884523678
141.0,41.0,48.0,0,0.6900908803560917
110.0,35.0,1.0,2,0.035845389955449836
111.0,34.0,11.0,2,0.207516568979209
142.0,64.0,57.0,1,0.42875836526750055
131.0,72.0,16.0,0,0.8431405859716121
123.0,82.0,12.0,0,0.7021098220304687
97.0,53.0,41.0,2,0.40824980685974627
126.0,83.0,29.0,0,1.0
106.0,54.0,14.0,2,0.22520367606634079
139.0,50.0,41.0,2,0.3070615492909487
139.0,48.0,39.0,2,0.08606853501689832
113.0,36.0,11.0,2,0.5579742863302578
102.0,16.0,12.0,1,0.44316311844916434
98.0,34.0,15.0,2,0.06891188318764929
131.0,55.0,15.0,2,0.516859527230163
105.0,38.0,26.0,2,0.24027221111871072
142.0,35.0,47.0,0,0.7068442480996298
138.0,35.0,50.0,0,0.6457982326186199
155.0,42.0,71.0,1,0.47861421579771823
95.0,61.0,45.0,1,0.1724355421321933
125.0,90.0,35.0,0,0.7591693152796012
115.0,29.0,50.0,1,0.2736115468348521
100.0,44.0,18.0,2,0.5178588829780507
154.0,75.0,19.0,1,0.9087903807988615
139.0,34.0,52.0,0,0.8200121722623277
141.0,30.0,51.0,0,0.7936583070884333
145.0,40.0,36.0,2,0.5119353415531497
110.0,49.0,17.0,2,0.13077703619303369
141.0,30.0,48.0,0,0.8392786214753074
113.0,73.0,20.0,0,0.6396659260838957
97.0,32.0,4.0,2,0.46195215195990746
115.0,67.0,40.0,2,0.29793843552601185
134.0,34.0,48.0,0,0.7051164059024907
141.0,41.0,38.0,2,0.3080188792624812
138.0,34.0,49.0,0,0.5408398717651755
131.0,81.0,19.0,0,0.626099324377316
137.0,34.0,51.0,0,1.0
99.0,54.0,4.0,2,0.14261827685089243
146.0,36.0,45.0,0,0.6966396054134222
115.0,53.0,26.0,2,0.0926522082671567
114.0,48.0,44.0,2,0.4436029874455717
144.0,47.0,39.0,2,0.26723232194265867
144.0,60.0,48.0,1,0.0
124.0,68.0,7.0,1,0.611060355826211
136.0,32.0,48.0,0,1.0
107.0,44.0,23.0,2,0.0
90.0,23.0,36.0,1,0.46916248425256774
139.0,35.0,43.0,0,0.2210345520048403
113.0,30.0,61.0,1,0.5003678893138165
95.0,59.0,74.0,1,0.48083779718345077
122.0,22.0,18.0,1,0.26847656309551704
121.0,86.0,24.0,0,0.7405468761433311
127.0,52.0,41.0,1,0.3452220281076721
108.0,18.0,13.0,1,0.7623531159742121
100.0,48.0,15.0,2,0.3163840641810347
122.0,62.0,6.0,2,0.5996100420482049
105.0,39.0,1.0,2,0.3822503071076592
113.0,64.0,29.0,2,0.2103414102193995
147.0,49.0,45.0,2,0.04583945738376116
130.0,36.0,34.0,2,0.3952146377816035
114.0,42.0,18.0,2,0.47189184062156947
125.0,56.0,39.0,1,0.6164953907275952
92.0,40.0,40.0,1,0.49789392875489924
104.0,51.0,36.0,2,0.5461593913397512
117.0,71.0,52.0,1,0.8486111771891963
130.0,54.0,64.0,1,0.38762196769065466
107.0,81.0,29.0,1,0.1567942696113574
139.0,50.0,39.0,2,0.006733208100073496
116.0,81.0,22.0,0,0.4897772903612056
97.0,18.0,6.0,1,0.5061634772148007
133.0,80.0,25.0,0,0.640920043170183
151.0,48.0,49.0,1,0.27644737340434256
113.0,41.0,23.0,2,0.0
93.0,17.0,9.0,1,0.7173509188404088
110.0,43.0,17.0,2,0.2519833733906903
102.0,21.0,17.0,1,0.28794011204004705
146.0,32.0,48.0,0,0.8560273433200528
96.0,54.0,17.0,2,0.38488440112163425
140.0,36.0,45.0,0,0.6404715228295581
141.0,48.0,36.0,2,0.5665443388013305
134.0,40.0,54.0,1,0.42426308186538536
119.0,42.0,35.0,1,0.870657284855736
139.0,39.0,46.0,0,0.6565795572548376
132.0,57.0,11.0,2,0.2285029516551121
134.0,46.0,41.0,1,0.6576971681457787
134.0,70.0,56.0,1,0.2833215802751762
126.0,93.0,5.0,0,0.5676399068408035
145.0,39.0,37.0,2,0.33181486416338996
144.0,47.0,42.0,2,0.407802077127677
101.0,16.0,3.0,1,0.6870445330343156
139.0,38.0,44.0,0,0.7551680581474006
117.0,42.0,28.0,2,0.25490926703808603
130.0,57.0,38.0,1,0.45213554164466263
107.0,16.0,20.0,1,0.6160133989274295
119.0,91.0,25.0,0,0.6390260154470605
134.0,47.0,45.0,2,0.3146179535506565
137.0,36.0,52.0,0,1.0
131.0,39.0,33.0,1,0.6359208307136293
104.0,53.0,20.0,2,0.4602654642255648
134.0,65.0,25.0,1,0.24751370257884964
104.0,37.0,28.0,2,0.46576576781983103
106.0,48.0,16.0,2,0.5567411943363293
140.0,40.0,40.0,2,0.0
134.0,71.0,29.0,1,0.8497272850907728
131.0,49.0,39.0,1,0.2651261504218596
122.0,55.0,29.0,1,0.47882638057373444
137.0,34.0,49.0,0,0.5791691450614689
144.0,32.0,53.0,0,0.403457734164056
132.0,46.0,41.0,2,0.19912983604985462
110.0,43.0,13.0,2,0.3396842613110391
125.0,59.0,49.0,1,0.20569725650215304
101.0,17.0,15.0,1,0.4285682526867433
142.0,36.0,52.0,0,0.30999233856583136
139.0,37.0,51.0,0,0.6846566291248192
142.0,28.0,50.0,0,0.8702761022361736
127.0,53.0,15.0,1,0.7242109229837427
141.0,50.0,35.0,2,0.0
132.0,81.0,18.0,0,0.38120299019479964
131.0,52.0,35.0,2,0.38335459429899393
80.0,48.0,19.0,1,0.44087162778442845
142.0,53.0,52.0,1,0.32611852616597614
138.0,42.0,38.0,2,0.4290504914112251
83.0,35.0,22.0,1,0.5110046131388675
140.0,56.0,47.0,2,0.4539217196312742
147.0,45.0,39.0,2,0.6301466448870254
87.0,16.0,20.0,1,0.7465322460119849
121.0,70.0,28.0,0,0.7364328790432474
141.0,48.0,34.0,2,0.0
138.0,52.0,38.0,2,0.2040205590043832
109.0,36.0,1.0,2,0.6269782867405476
134.0,67.0,66.0,1,0.6011064581710469
98.0,22.0,7.0,1,0.7032029861580986
111.0,86.0,3.0,0,1.0
131.0,42.0,60.0,1,0.2866529814810378
107.0,57.0,24.0,2,0.0
142.0,50.0,43.0,2,0.0
135.0,44.0,27.0,2,0.2466147678589935
138.0,48.0,41.0,2,0.6587573354932468
120.0,70.0,7.0,0,0.7603313731351223
123.0,69.0,48.0,2,0.3441453967393546
121.0,44.0,22.0,2,0.17024376848518472
108.0,45.0,21.0,2,0.40198670651258994
131.0,66.0,50.0,1,0.6228910950482512
120.0,54.0,34.0,2,0.1809270840504961
110.0,32.0,12.0,2,0.0
118.0,26.0,17.0,2,0.2895284867007411
104.0,29.0,2.0,1,0.4262686970171364
115.0,37.0,11.0,2,0.06849347731296979
142.0,36.0,43.0,0,0.7420430400067244
106.0,16.0,21.0,1,0.05940024950116318
134.0,41.0,38.0,1,0.22919312860046542
125.0,85.0,2.0,0,0.7250120049679128
109.0,42.0,33.0,2,0.002354178193037848
118.0,45.0,61.0,1,0.4362505224368527
89.0,22.0,12.0,1,0.7259437239871136
148.0,76.0,37.0,1,0.49036647559700147
100.0,65.0,14.0,2,0.133501730250062
143.0,36.0,49.0,0,0.5497474536990383
133.0,34.0,52.0,0,0.5911143277089672
110.0,45.0,14.0,2,0.7632803681764151
112.0,33.0,3.0,1,0.49971346936066446
124.0,38.0,22.0,2,0.1503899138970547
101.0,27.0,15.0,2,0.3823563443370398
108.0,29.0,8.0,2,0.0
135.0,49.0,39.0,2,0.2534086969576367
123.0,84.0,40.0,0,0.5841126696107074
106.0,37.0,7.0,2,0.03289641499502616
151.0,65.0,29.0,1,0.3494772860896844
94.0,32.0,17.0,1,0.24648280977804504
134.0,32.0,50.0,2,0.14464433348262287
126.0,54.0,26.0,1,0.28927637448435906
94.0,57.0,27.0,2,0.22456582206852116
99.0,21.0,2.0,1,0.3413430892841065
130.0,41.0,14.0,1,0.6357214061914385
139.0,38.0,39.0,2,0.6101649474714597
132.0,37.0,59.0,1,0.23173477819970345
131.0,56.0,49.0,2,0.448226763324223
130.0,80.0,11.0,1,0.3272915053669488
120.0,31.0,29.0,2,0.7056907684683242
